source_layer,year,month,lon,lat,offshore_km,zone,水质类别,pH值,溶解氧_mg_L,化学需氧量_mg_L,无机氮_mg_L,活性磷酸盐_mg_L,石油类_mg_L,Site,City_CN,Province_CN,Sea_CN
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.70000000000005,40.400000000000034,70.20256405574351,远海,二类,8.11,7.03,1.53,0.223,0.0,0.007,LNB16016,葫芦岛,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.0199999990001,40.74999999900007,120.21356355993804,远海,三类,8.0,6.45,1.53,0.341,0.0,0.005,LNB16017,葫芦岛,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.45000000100003,40.14000000000004,38.145905399770534,过渡,二类,8.14,6.46,1.37,0.235,0.0,0.002,LNB16018,葫芦岛,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.24000000000001,40.02999999900004,26.847318288067868,过渡,一类,8.05,7.25,1.42,0.116,0.0,0.006,LNB16019,葫芦岛,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.96999999900004,40.63000000100004,105.87561479808497,远海,三类,8.19,7.57,1.79,0.342,0.0,0.005,LNB16020,葫芦岛,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.68000000000006,40.28000000000003,56.9030649438206,远海,二类,8.01,6.93,1.35,0.204,0.0,0.032,LNB16021,葫芦岛,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.71000000000004,39.92000000000007,33.3923718834047,过渡,一类,8.07,8.32,1.36,0.159,0.001,0.012,HBB03001,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.57000000000005,39.85000000000008,39.61938162060867,过渡,一类,8.19,9.03,1.12,0.067,0.0,0.006,HBB03002,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.78000000000009,39.730000000000075,38.65924598332244,过渡,一类,8.23,8.39,1.22,0.044,0.001,0.002,HBB03003,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.32000000000005,39.51000000000005,64.96108450449252,远海,一类,7.96,7.79,1.06,0.18,0.01,0.0,HBB03004,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.3900000000001,39.700000000000045,54.61606082463862,远海,一类,8.04,7.8,1.12,0.169,0.002,0.003,HBB03005,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.53000000000009,39.75000000000006,50.06087693997644,远海,一类,8.17,8.36,1.2,0.041,0.002,0.002,HBB03006,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.84000000000003,39.939999999000065,18.967688353573777,近岸,一类,8.13,8.23,1.17,0.122,0.002,0.002,HBB03007,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.79000000000008,39.939999999000065,24.242765961787935,过渡,一类,8.04,8.09,1.31,0.132,0.005,0.005,HBB03008,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.66000000000008,39.88000000000005,39.71256728039541,过渡,一类,8.13,8.2,1.16,0.094,0.003,0.008,HBB03009,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.5200000000001,39.78000000000003,46.67282721241312,过渡,一类,8.22,9.03,1.08,0.049,0.0,0.002,HBB03010,秦皇岛,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.00000000000011,39.09000000100008,9.99000011100867,近岸,二类,8.48,8.87,2.85,0.139,0.005,0.017,TJB02002,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.00000000000011,38.92000000000007,8.879999999991924,近岸,二类,8.46,8.23,1.58,0.209,0.006,0.015,TJB02005,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.80000000000007,38.81000000000006,30.620713577566853,过渡,二类,8.45,8.01,1.9,0.22,0.004,0.018,TJB02006,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.10000000000002,38.680000000000064,37.21398124360727,过渡,一类,8.4,8.06,1.86,0.17,0.007,0.015,TJB02008,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.0100000000001,39.150000000000034,16.686958979998476,近岸,二类,8.46,8.12,1.86,0.289,0.003,0.016,TJB02011,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.7700000000001,38.67000000000007,19.161570916817652,近岸,劣四类,8.47,7.91,1.75,0.569,0.003,0.015,TJB02012,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.97000000000003,39.13000000000005,14.809247111185208,近岸,二类,8.47,8.22,1.57,0.254,0.004,0.019,TJB02013,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.92000000000007,38.940000000000055,11.099999999989905,近岸,二类,8.48,7.92,2.0,0.219,0.004,0.017,TJB02014,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.93000000000006,39.05000000100006,9.548581110932723,近岸,二类,8.43,8.54,2.71,0.267,0.01,0.018,TJB02016,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.92000000000007,38.72000000000003,27.81652027124118,过渡,三类,8.47,8.14,2.46,0.386,0.002,0.014,TJB02017,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.8900000000001,38.990000000000066,12.260350729066136,近岸,一类,8.45,8.02,1.54,0.177,0.002,0.02,TJB02018,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.8900000000001,38.88000000000005,18.069490861658892,近岸,一类,8.45,8.12,1.49,0.166,0.002,0.022,TJB02019,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.7700000000001,38.75000000000006,27.949085852676426,过渡,二类,8.44,7.89,1.54,0.214,0.003,0.022,TJB02020,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.71000000100003,38.63000000000005,17.55064095075516,近岸,劣四类,8.42,7.78,3.14,0.673,0.003,0.014,TJB02021,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.05000000000007,38.81000000000006,21.80803980186682,过渡,一类,8.43,8.69,1.94,0.188,0.005,0.017,TJB02022,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.97000000000003,38.660000000000025,25.913210916446168,过渡,二类,8.46,8.66,2.26,0.135,0.002,0.02,TJB02023,滨海新区,天津,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.78999999900009,38.450000000000045,5.659911681849959,近岸,二类,8.12,8.03,1.25,0.253,0.003,0.0,HBB10001,沧州,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.70000000000005,38.56000000000006,12.944713206555345,近岸,三类,8.02,7.91,1.52,0.342,0.004,0.004,HBB10002,沧州,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.879999999,38.36000000000007,17.898212146145053,近岸,二类,8.1,7.55,1.34,0.28,0.005,0.004,HBB10003,沧州,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.0100000000001,38.480000000000075,23.415475651810254,过渡,二类,8.11,7.42,1.24,0.22,0.004,0.006,HBB10004,沧州,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,117.87000000000012,38.57999999900005,11.799461768612602,近岸,二类,8.01,8.32,1.73,0.256,0.004,0.007,HBB10005,沧州,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.16000000100007,38.450000000000045,40.343575806709566,过渡,二类,8.18,8.21,1.34,0.209,0.004,0.0,SDB13002,滨州,山东,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.33000000000004,37.80000000000007,81.48488755591326,远海,一类,8.23,7.83,0.84,0.188,0.001,0.008,SDB06007,烟台,山东,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.13000000000011,37.84000000100008,79.46390695391605,远海,一类,8.28,8.18,0.72,0.122,0.0,0.0,SDB06018,烟台,山东,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.23000000000002,37.65000000100008,76.53367504581686,远海,一类,8.22,7.75,0.74,0.197,0.0,0.005,SDB06024,烟台,山东,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.30999999900007,37.930000000000064,90.24511630555125,远海,一类,8.32,8.48,0.74,0.094,0.0,0.0,SDB06032,烟台,山东,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.05000000000007,37.76000000000005,67.52778761370189,远海,一类,8.23,7.8,0.56,0.14,0.0,0.0,SDB06033,烟台,山东,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.13000000000011,37.67000000000007,72.4312211687888,远海,一类,8.2,7.78,1.12,0.123,0.005,0.0,SDB06035,烟台,山东,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.08000000000004,40.160000000000025,73.79621941536361,远海,一类,8.15,0.0,1.03,0.038,0.0,0.002,JHB00201,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.47000000000003,40.53000000000003,125.67043327688921,远海,四类,8.19,0.0,2.29,0.409,0.0,0.005,JHB00705,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.90000000000009,38.67000000000007,75.19379562171987,远海,一类,8.17,0.0,1.17,0.02,0.0,0.002,JHB01209,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.47000000100002,38.64000000100003,65.71537493395684,远海,一类,8.29,0.0,1.01,0.011,0.005,0.004,JHB01210,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.2700000000001,38.200000000000045,112.26375594999067,远海,一类,8.12,0.0,1.04,0.156,0.0,0.004,JHB00601,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.79000000000008,37.910000000000025,55.743665110941585,远海,二类,8.03,0.0,1.3,0.297,0.0,0.003,JHB00605,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.82000000000005,40.429999999000074,137.62657184237952,远海,二类,8.21,0.0,2.04,0.296,0.0,0.007,JHB00001,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.70000000000005,40.440000001000044,130.0927577660082,远海,三类,8.26,0.0,1.75,0.326,0.0,0.006,JHB00002,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.50000000000011,40.429999999000074,117.203595836843,远海,四类,8.2,0.0,1.95,0.443,0.0,0.007,JHB00003,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.34000000000003,40.47000000000003,114.09266628491474,远海,三类,8.21,0.0,1.7,0.347,0.0,0.006,JHB00004,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.05000000000007,40.38000000000005,88.72365468127263,远海,三类,8.07,0.0,1.52,0.357,0.0,0.007,JHB00005,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.73000000000002,40.30000000000007,120.21356371059662,远海,一类,8.1,0.0,1.38,0.193,0.0,0.005,JHB00006,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.56000000000006,40.27000000000004,105.68342585288173,远海,二类,8.13,0.0,1.45,0.256,0.0,0.006,JHB00007,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.30000000000007,40.27000000000004,91.72791777861981,远海,一类,8.23,0.0,1.21,0.145,0.0,0.005,JHB00008,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,121.0299999990001,40.000000001000046,55.599810355633245,远海,一类,8.07,0.0,1.04,0.05,0.0,0.003,JHB00009,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.70000000000005,39.67000000000007,26.47763018096563,过渡,一类,7.92,0.0,1.01,0.121,0.0,0.005,JHB00010,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.00000000000011,39.76000000000005,26.6399999999947,过渡,一类,7.95,0.0,1.22,0.036,0.0,0.003,JHB00011,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.74000000100011,39.60000000000008,52.95526030142403,远海,一类,7.92,0.0,1.2,0.018,0.001,0.005,JHB00012,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.75000000000011,39.35000000000008,32.36178301637605,过渡,一类,8.04,0.0,1.09,0.032,0.0,0.009,JHB00013,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.00000000000011,39.34000000000003,73.25999999999647,远海,一类,7.84,0.0,1.02,0.042,0.001,0.006,JHB00014,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.37000000000012,39.33000000000004,54.12886291064237,远海,一类,8.08,0.0,1.02,0.021,0.0,0.003,JHB00015,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.00000000000011,39.00000000000006,104.717190565816,远海,一类,8.16,0.0,1.08,0.031,0.0,0.003,JHB00016,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.44999999900006,38.899999999000045,111.69159532719958,远海,一类,7.88,0.0,0.95,0.049,0.0,0.002,JHB00017,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.65000000000009,38.89000000000004,78.06386231796736,远海,一类,7.99,0.0,1.02,0.026,0.002,0.004,JHB00018,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.79000000000008,38.85000000000008,79.00518084277309,远海,一类,7.99,0.0,1.02,0.022,0.0,0.003,JHB00019,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.61000000000001,38.690000000000055,75.95190715182726,远海,一类,8.34,0.0,1.08,0.021,0.005,0.0,JHB00020,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.35000000000002,38.67000000000007,53.39549981037358,远海,一类,8.28,0.0,1.32,0.029,0.005,0.004,JHB00021,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.70000000000005,38.67000000000007,107.55550613521366,远海,一类,8.02,0.0,1.13,0.079,0.001,0.003,JHB00022,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,118.99999999900001,38.56000000000006,62.16000000000656,远海,一类,8.01,0.0,1.1,0.046,0.0,0.003,JHB00024,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.25000000000011,38.55000000000007,67.06090515346199,远海,三类,7.78,0.0,1.01,0.083,0.0,0.004,JHB00025,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.48000000000002,38.430000000000064,71.53258907659423,远海,一类,7.91,0.0,1.14,0.083,0.0,0.003,JHB00028,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.12000000000012,38.39000000000004,45.29289679409747,过渡,一类,8.08,0.0,1.15,0.053,0.0,0.002,JHB00029,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.13000000000011,38.35000000000008,117.43988845363981,远海,一类,8.06,0.0,1.1,0.089,0.0,0.004,JHB00030,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.46000000000004,38.22000000000003,56.599116600884855,远海,一类,7.8,0.0,1.14,0.103,0.0,0.003,JHB00031,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.65000000000009,38.210000000000036,75.82201922925586,远海,二类,7.97,0.0,1.13,0.288,0.0,0.003,JHB00033,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.69000000100004,38.02000000100003,61.45231092071628,远海,二类,7.83,0.0,1.26,0.298,0.0,0.003,JHB00034,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,120.00000000000011,38.02000000100003,80.07401833813263,远海,二类,7.98,0.0,1.16,0.279,0.0,0.002,JHB00035,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.47000000000003,38.01000000000005,52.18180717453477,远海,二类,7.8,0.0,1.39,0.295,0.0,0.002,JHB00036,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.66000000000008,37.83000000000004,40.70840822238884,过渡,二类,8.1,0.0,1.39,0.296,0.0,0.003,JHB00037,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.84000000000003,37.81000000000006,51.07206379226042,远海,一类,8.2,0.0,1.3,0.171,0.0,0.002,JHB00038,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_May_July,2022,5,119.67000000000007,37.63000000000005,23.755037360536235,过渡,一类,8.08,0.0,1.2,0.162,0.0,0.003,JHB00039,-,近海,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.47000000000003,39.68000000100005,55.865099162501366,远海,劣四类,8.0,6.47,1.51,0.401,0.053,0.005,LNB02003,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.71000000100003,39.35000000000008,45.306496280066064,过渡,劣四类,8.03,6.21,0.94,2.171,0.129,0.002,LNB02005,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.40000000000009,39.30999999900007,36.156024288647785,过渡,一类,8.09,6.96,0.4,0.022,0.006,0.006,LNB02018,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.5200000000001,39.12000000000006,13.503732817270512,近岸,二类,8.07,7.08,0.79,0.247,0.011,0.002,LNB02019,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.21000000000004,39.00000000000006,32.18999999999596,过渡,一类,8.06,6.76,0.97,0.034,0.003,0.002,LNB02020,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.40000000000009,39.13000000000005,18.20535360820941,近岸,一类,8.08,6.62,0.64,0.013,0.0,0.0,LNB02037,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.82000000000005,40.04000000000008,108.98368685267553,远海,二类,7.94,5.46,1.3,0.186,0.01,0.002,LNB02039,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.09000000000003,38.88000000000005,47.419220786507275,过渡,一类,8.04,8.35,1.19,0.079,0.012,0.001,LNB02040,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.31000000100005,38.97999999900003,21.206520124966723,过渡,一类,8.0,6.62,1.18,0.081,0.003,0.006,LNB02041,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.5200000000001,39.25999999900006,28.945258568433978,过渡,三类,7.99,6.32,0.52,0.255,0.005,0.055,LNB02042,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.31000000100005,39.38000000000005,36.89810981119814,过渡,一类,8.1,7.3,1.02,0.047,0.01,0.002,LNB02043,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.33000000000004,39.61999999900007,38.97665066476987,过渡,一类,8.09,6.37,1.22,0.119,0.007,0.008,LNB02044,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.67000000100006,39.33000000000004,41.20477889990108,过渡,劣四类,8.01,6.22,1.09,1.8,0.024,0.003,LNB02050,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.09000000000003,39.01000000000005,45.52353457278653,过渡,一类,8.08,8.18,1.05,0.05,0.003,0.001,LNB02051,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.58000000000004,39.240000000000066,28.081025622303592,过渡,劣四类,7.98,4.8,0.81,0.621,0.042,0.001,LNB02052,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.46000000000004,39.06000000000006,8.004323831533277,近岸,一类,8.12,6.76,0.66,0.035,0.008,0.001,LNB02055,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.58000000000004,39.160000000000025,19.856283640202648,近岸,三类,8.12,7.7,0.92,0.307,0.026,0.002,LNB02056,大连,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,122.1300000010001,40.650000000000034,178.96146911513992,远海,劣四类,7.58,5.02,2.93,3.076,0.065,0.114,LNB08001,营口,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,122.15000000000009,40.37000000000006,160.06338556960458,远海,二类,8.16,5.57,2.75,0.299,0.005,0.008,LNB08003,营口,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,122.07000000100004,40.27000000000004,146.32646317863598,远海,二类,8.03,5.58,1.67,0.216,0.007,0.002,LNB08004,营口,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.98000000000002,40.14000000000004,129.92216900899214,远海,二类,8.13,5.7,1.72,0.078,0.006,0.003,LNB08005,营口,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.92000000000007,40.160000000000025,125.68023710990546,远海,一类,8.15,6.18,1.59,0.143,0.003,0.002,LNB08007,营口,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,122.16000000100007,40.440000001000044,165.72861325598322,远海,劣四类,8.2,7.2,3.48,0.581,0.007,0.004,LNB08008,营口,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,122.22000000000003,40.52000000000004,176.51443227113694,远海,三类,8.18,8.1,3.33,0.372,0.005,0.004,LNB08009,营口,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.81000000000006,40.83000000000004,172.85376767661884,远海,劣四类,7.74,5.12,4.45,2.655,0.023,0.052,LNB12001,盘锦,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.77000000100008,40.650000000000034,153.6217543806115,远海,劣四类,8.14,7.19,3.74,2.052,0.031,0.006,LNB12002,盘锦,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,122.00000000000011,40.64000000000004,168.32519597494613,远海,劣四类,7.91,6.61,2.42,1.977,0.042,0.006,LNB12003,盘锦,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.73000000000002,40.77000000000004,162.59889852025916,远海,劣四类,7.71,5.03,4.5,2.112,0.035,0.011,LNB12004,盘锦,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.63000000000011,40.690000000000055,149.45893415919736,远海,劣四类,8.17,6.94,3.14,1.873,0.026,0.005,LNB12005,盘锦,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.94000000000005,40.73999999900008,172.71828267281816,远海,劣四类,7.82,5.46,2.31,1.892,0.052,0.008,LNB12008,盘锦,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.31000000100005,40.83999999900004,146.3222529020602,远海,劣四类,8.44,8.24,3.85,0.893,0.007,0.005,LNB07001,锦州,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.45000000000005,40.80000000000007,152.70066306340223,远海,劣四类,8.5,8.03,4.37,1.622,0.132,0.007,LNB07002,锦州,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.5200000000001,40.78000000000003,153.35685442784145,远海,劣四类,8.46,8.7,3.71,1.127,0.017,0.005,LNB07005,锦州,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,121.18000000000006,40.81000000000006,135.15133184694338,远海,劣四类,8.42,8.58,4.81,1.352,0.007,0.006,LNB07007,锦州,辽宁,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.98000000100001,39.150000000000034,65.93997961652668,远海,二类,8.03,7.65,1.12,0.216,0.009,0.004,HBB02001,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,119.42000000000007,39.150000000000034,105.23947405797901,远海,一类,8.03,7.38,1.07,0.146,0.005,0.003,HBB02002,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.40000000000009,38.960000001000026,44.6214477467416,过渡,二类,8.05,7.66,1.19,0.297,0.011,0.003,HBB02003,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.66000000000008,39.07999999900005,49.888295324148224,过渡,二类,8.16,8.53,1.21,0.21,0.006,0.003,HBB02004,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.62000000000012,38.92000000000007,65.7434924536209,远海,一类,8.08,8.02,1.2,0.095,0.008,0.003,HBB02005,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,119.48000000000002,39.34000000000003,90.58579358817637,远海,一类,8.01,7.68,1.12,0.181,0.004,0.004,HBB02006,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.98999999900002,39.00000000000006,77.70792808925584,远海,二类,8.08,7.54,1.16,0.223,0.005,0.002,HBB02007,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.50000000000011,38.83000000100003,58.62019187798803,远海,一类,8.12,8.03,1.13,0.054,0.004,0.002,HBB02008,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.04000000000008,39.09000000100008,10.932232261438164,近岸,二类,8.04,7.2,1.19,0.294,0.018,0.003,HBB02009,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,119.2600000000001,39.12000000000006,94.31734729094848,远海,一类,8.06,7.71,1.18,0.129,0.004,0.003,HBB02010,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.25000000000011,38.81000000000006,34.85470699920491,过渡,一类,8.18,8.2,1.14,0.078,0.005,0.002,HBB02011,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.8900000000001,39.10000000000008,62.01116109217902,远海,二类,8.04,7.86,1.11,0.253,0.011,0.003,HBB02012,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.73000000000002,38.990000000000066,62.10050724429934,远海,二类,8.08,7.75,1.2,0.237,0.006,0.003,HBB02013,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,118.16000000100007,38.930000000000064,19.38531670989389,近岸,二类,8.14,7.9,1.1,0.213,0.006,0.003,HBB02014,唐山,河北,渤海
T2022_Bohai_Sea_Water_Quality_Data_August,2022,8,119.21000000000004,39.230000000000075,84.31617282585907,远海,一类,8.19,8.68,1.1,0.085,0.002,0.004,HBB02015,唐山,河北,渤海
